Lote,FechaInicioPlantacion,FechaFinPlantacion,Precipitacion_mm (400-1000),Temperatura_C (18-28),Humedad_porcentaje (50-90),HorasSol_dia (12-13),Altitud_msnm (0-3200),CostoTotal_USD (3000-5000),Produccion_qt (400-500),Produccion_kg (40000-50000),Fertilizante_NPK (N-P-K),ModoRiego (Aspersion/Goteo/Gravedad),Riego_Etapa1_mm (20-50),Riego_Etapa2_mm (30-60),Riego_Etapa3_mm (40-70),DistanciaMecanizacion_m (10-50),DistanciaSiembra_m (0.5-1.0),TipoSuelo (Arenoso/Arcilloso/Franco),pH_Suelo (5.5-7.5)
137,2064-09-06,2065-01-04,892.19,25.98,84.91,12.14,2373.67,3525.85,497.92,41568.0,N-11 P-18 K-12,Gravedad,23.9,36.09,48.05,13.52,0.6,Franco,7.2
138,2065-01-04,2065-05-04,594.07,25.81,89.12,12.9,813.24,3949.53,473.54,42496.0,N-12 P-16 K-15,Goteo,22.31,52.62,69.96,34.98,0.6,Arcilloso,7.2
139,2065-05-04,2065-09-01,878.31,18.93,62.84,12.44,581.0,4403.6,429.27,43070.0,N-17 P-18 K-12,Goteo,32.33,53.9,56.01,21.75,0.6,Franco,6.3
140,2065-09-01,2065-12-30,594.67,24.36,72.12,12.1,1448.68,3699.62,479.77,45144.0,N-18 P-16 K-12,Aspersion,48.41,48.05,51.26,33.64,0.6,Arenoso,7.5
141,2065-12-30,2066-04-29,769.02,26.29,78.35,12.03,2625.22,3891.65,481.73,40536.0,N-14 P-10 K-16,Goteo,24.74,39.3,67.06,16.79,0.9,Franco,6.2
142,2066-04-29,2066-08-27,658.92,22.04,59.01,12.1,1817.72,3756.1,433.86,43225.0,N-13 P-11 K-10,Goteo,36.37,51.75,42.51,48.91,0.9,Franco,5.7
143,2066-08-27,2066-12-25,726.8,24.26,79.87,12.0,3096.6,3283.11,480.57,49176.0,N-14 P-20 K-19,Gravedad,48.26,37.97,63.55,29.55,0.9,Franco,6.3
144,2066-12-25,2067-04-24,771.91,23.2,86.17,12.74,782.96,3997.73,442.31,41799.0,N-20 P-10 K-19,Aspersion,41.49,35.38,60.48,40.5,0.9,Franco,6.4
145,2067-04-24,2067-08-22,630.75,24.32,58.89,12.97,1999.83,3579.58,414.49,43134.0,N-20 P-20 K-16,Goteo,45.35,55.41,55.64,38.51,0.6,Arenoso,5.5
146,2067-08-22,2067-12-20,636.56,22.55,58.0,12.01,669.81,4367.57,472.69,48415.0,N-13 P-11 K-15,Aspersion,43.01,49.21,68.74,41.32,0.8,Arenoso,6.3
147,2067-12-20,2068-04-18,438.93,20.46,50.07,12.0,1481.8,3222.87,441.81,42264.0,N-14 P-12 K-17,Goteo,25.09,51.15,64.72,11.1,0.6,Franco,5.9
148,2068-04-18,2068-08-16,678.57,20.9,83.62,12.49,2800.27,4513.89,471.28,49592.0,N-13 P-10 K-16,Goteo,21.91,41.56,58.14,41.67,0.6,Arenoso,6.6
149,2068-08-16,2068-12-14,551.37,26.84,66.7,12.9,2574.97,3740.14,468.23,46996.0,N-11 P-12 K-13,Aspersion,41.63,40.77,65.38,45.4,0.8,Franco,6.9
150,2068-12-14,2069-04-13,451.66,20.48,51.22,12.05,3160.38,3488.95,466.66,40108.0,N-10 P-10 K-13,Aspersion,44.91,33.02,45.24,17.23,1.0,Franco,6.3
151,2069-04-13,2069-08-11,494.06,26.92,69.26,12.02,2881.95,3899.88,476.11,47936.0,N-10 P-18 K-20,Gravedad,30.55,34.94,45.0,46.66,0.5,Franco,5.6
152,2069-08-11,2069-12-09,955.94,24.05,60.1,12.76,1665.95,3318.11,462.5,41485.0,N-11 P-11 K-16,Gravedad,41.5,52.44,45.16,23.26,0.9,Arcilloso,5.7
153,2069-12-09,2070-04-08,988.24,18.28,75.56,12.27,602.46,3450.49,449.18,47479.0,N-19 P-12 K-17,Goteo,25.35,57.2,66.57,24.51,0.8,Franco,5.5
154,2070-04-08,2070-08-06,403.67,24.08,74.48,12.18,968.64,3034.67,453.43,46328.0,N-18 P-10 K-10,Goteo,34.32,31.75,51.11,16.61,0.8,Arcilloso,7.3
155,2070-08-06,2070-12-04,650.67,27.0,53.43,12.48,2886.31,4027.9,409.84,45985.0,N-11 P-13 K-13,Gravedad,34.11,53.03,61.21,37.92,0.7,Arenoso,6.8
156,2070-12-04,2071-04-03,606.56,21.43,64.7,12.7,17.61,4833.78,470.39,42742.0,N-13 P-20 K-16,Aspersion,38.98,34.47,53.01,36.53,0.8,Arenoso,7.0
157,2071-04-03,2071-08-01,567.76,18.92,62.35,12.77,2559.95,4376.96,422.4,40565.0,N-19 P-12 K-11,Aspersion,46.46,59.6,47.0,20.82,0.8,Franco,6.1
158,2071-08-01,2071-11-29,762.01,19.09,78.05,12.75,91.87,4521.22,463.5,42655.0,N-17 P-16 K-18,Goteo,22.31,59.88,45.08,36.25,0.9,Arcilloso,5.8
159,2071-11-29,2072-03-28,972.37,18.39,73.66,12.61,1607.23,3852.52,486.18,43557.0,N-18 P-15 K-16,Gravedad,36.4,48.5,69.88,39.83,0.8,Arcilloso,6.8
160,2072-03-28,2072-07-26,499.37,26.55,69.22,12.91,2634.05,3382.25,447.71,48368.0,N-12 P-17 K-20,Goteo,45.51,44.86,61.08,35.45,0.8,Arenoso,7.1
161,2072-07-26,2072-11-23,801.72,20.78,52.65,12.16,2452.74,3070.76,426.03,42527.0,N-15 P-10 K-10,Aspersion,44.25,39.45,54.04,29.31,0.5,Franco,5.6
162,2072-11-23,2073-03-23,732.22,22.49,72.16,12.3,2414.81,4875.0,454.95,42399.0,N-19 P-10 K-15,Aspersion,26.19,33.76,62.66,49.05,1.0,Arcilloso,5.9
163,2073-03-23,2073-07-21,768.32,24.1,61.92,12.78,3089.67,3941.67,466.21,47686.0,N-11 P-14 K-10,Goteo,34.34,57.41,58.27,45.77,0.8,Arcilloso,7.1
164,2073-07-21,2073-11-18,582.67,21.04,61.24,12.18,1519.01,4409.39,435.48,44399.0,N-15 P-11 K-11,Gravedad,30.03,32.19,55.68,44.26,0.8,Franco,7.0
165,2073-11-18,2074-03-18,433.63,26.68,82.66,12.78,2376.16,3748.89,426.48,47833.0,N-19 P-16 K-18,Aspersion,22.89,47.16,55.71,45.91,0.7,Arcilloso,5.8
166,2074-03-18,2074-07-16,865.82,25.14,77.83,12.17,1043.27,3999.04,474.27,40772.0,N-10 P-20 K-16,Aspersion,47.0,42.76,50.63,29.05,0.6,Arcilloso,6.2
167,2074-07-16,2074-11-13,708.9,26.07,80.91,12.43,3075.02,4294.23,496.37,49069.0,N-10 P-16 K-16,Goteo,32.62,33.3,57.52,24.14,0.6,Franco,6.2
168,2074-11-13,2075-03-13,760.51,21.35,57.69,12.97,2673.82,4513.06,452.0,40191.0,N-17 P-14 K-19,Aspersion,48.82,37.2,48.53,28.5,0.6,Arenoso,5.8
169,2075-03-13,2075-07-11,674.58,22.01,84.06,12.73,1815.74,4066.05,401.72,45037.0,N-13 P-11 K-11,Gravedad,32.09,30.05,46.19,15.14,0.9,Franco,5.9
170,2075-07-11,2075-11-08,523.38,19.14,87.66,12.97,3164.42,3730.05,445.28,43022.0,N-12 P-17 K-13,Aspersion,25.55,53.06,65.77,23.31,0.9,Franco,7.1
171,2075-11-08,2076-03-07,682.88,26.64,80.7,12.4,386.55,3814.46,412.74,41639.0,N-13 P-10 K-18,Gravedad,41.08,58.52,55.42,23.3,0.7,Franco,5.5
172,2076-03-07,2076-07-05,728.5,19.08,57.13,12.82,3106.91,4123.85,411.63,42452.0,N-20 P-10 K-11,Gravedad,45.75,31.46,47.22,46.45,1.0,Franco,5.6
173,2076-07-05,2076-11-02,677.03,20.79,54.63,12.34,655.62,3180.94,419.75,48530.0,N-19 P-12 K-18,Aspersion,41.59,34.4,45.0,39.56,0.9,Arenoso,6.4
174,2076-11-02,2077-03-02,992.68,24.99,86.77,12.98,158.54,4857.39,498.62,41694.0,N-10 P-11 K-19,Goteo,43.64,45.65,52.17,30.78,0.8,Arenoso,7.3
175,2077-03-02,2077-06-30,512.53,26.69,78.62,12.39,488.12,3394.02,434.36,40183.0,N-20 P-16 K-12,Gravedad,43.31,47.23,52.79,47.28,0.9,Arenoso,6.1
176,2077-06-30,2077-10-28,482.78,26.91,60.46,12.88,328.65,4918.61,418.58,49515.0,N-12 P-16 K-18,Aspersion,22.02,35.58,40.63,41.33,0.9,Franco,6.0
177,2077-10-28,2078-02-25,665.71,20.87,79.58,12.15,1585.31,4687.04,472.53,41151.0,N-18 P-16 K-18,Aspersion,38.13,47.24,47.73,12.48,0.9,Arcilloso,5.7
178,2078-02-25,2078-06-25,608.25,27.24,56.95,12.2,643.65,3003.32,492.36,49873.0,N-10 P-13 K-14,Aspersion,25.54,45.88,54.22,34.12,0.8,Arcilloso,6.9
179,2078-06-25,2078-10-23,969.94,27.5,58.87,12.11,661.77,3049.05,444.66,42250.0,N-11 P-13 K-16,Aspersion,43.79,42.85,40.77,22.72,1.0,Arenoso,5.7
180,2078-10-23,2079-02-20,410.68,19.74,63.81,12.43,1725.93,4205.16,459.14,42382.0,N-16 P-16 K-15,Aspersion,23.77,43.53,64.02,30.95,0.8,Franco,5.6
181,2079-02-20,2079-06-20,673.23,27.29,76.33,12.07,1129.68,3169.43,476.55,43781.0,N-13 P-16 K-12,Aspersion,41.34,53.94,60.4,30.62,0.7,Arcilloso,6.5
182,2079-06-20,2079-10-18,687.3,23.78,63.97,12.58,760.26,3737.82,423.52,47545.0,N-11 P-15 K-15,Aspersion,21.2,54.12,40.74,32.84,0.7,Arcilloso,6.6
183,2079-10-18,2080-02-15,647.38,24.4,85.27,12.4,1586.63,4162.07,475.51,43028.0,N-16 P-14 K-10,Gravedad,36.5,39.22,60.28,44.09,1.0,Arenoso,7.5
184,2080-02-15,2080-06-14,673.24,19.13,78.2,12.53,1371.14,4423.26,409.96,48917.0,N-11 P-20 K-19,Goteo,43.83,47.73,62.34,33.96,0.6,Arcilloso,7.3
185,2080-06-14,2080-10-12,985.8,25.28,57.35,12.16,2063.79,3026.67,410.0,41159.0,N-17 P-10 K-11,Aspersion,46.56,51.62,58.58,35.72,0.8,Franco,7.0
186,2080-10-12,2081-02-09,749.54,22.07,80.32,12.85,757.71,4689.06,459.26,48497.0,N-14 P-15 K-12,Gravedad,44.29,49.99,50.19,34.66,0.8,Franco,6.4
187,2081-02-09,2081-06-09,495.5,18.13,64.94,12.09,2591.16,3977.72,494.48,41577.0,N-10 P-13 K-10,Gravedad,31.31,35.39,62.68,13.09,0.7,Franco,5.6
188,2081-06-09,2081-10-07,444.46,20.06,63.97,12.7,465.48,3389.33,487.97,40587.0,N-10 P-13 K-12,Aspersion,45.11,32.17,69.52,16.15,0.6,Arcilloso,7.5
189,2081-10-07,2082-02-04,604.66,22.7,81.19,12.99,359.93,4428.59,485.96,41521.0,N-12 P-15 K-15,Aspersion,24.94,59.44,47.15,41.34,0.6,Arenoso,5.7
190,2082-02-04,2082-06-04,435.44,21.89,64.47,12.85,532.85,4811.28,459.19,42038.0,N-20 P-13 K-17,Gravedad,32.93,31.96,60.03,42.49,0.6,Franco,7.1
191,2082-06-04,2082-10-02,599.49,24.58,50.18,12.01,2059.39,3882.52,436.7,40300.0,N-13 P-18 K-12,Aspersion,40.31,49.2,66.58,29.9,0.6,Arcilloso,5.8
192,2082-10-02,2083-01-30,450.01,24.34,70.37,12.71,2663.75,3615.32,449.36,47910.0,N-16 P-10 K-19,Gravedad,27.44,54.42,62.75,26.39,0.5,Franco,7.5
193,2083-01-30,2083-05-30,612.72,19.28,78.57,12.4,1103.19,3009.76,441.21,43188.0,N-12 P-18 K-16,Gravedad,40.48,58.06,56.11,17.94,0.9,Arenoso,5.9
194,2083-05-30,2083-09-27,692.52,26.67,72.85,12.08,1534.07,4859.13,419.67,46523.0,N-20 P-14 K-20,Goteo,30.06,54.81,65.11,49.13,0.9,Arenoso,6.4
195,2083-09-27,2084-01-25,437.52,25.76,80.75,12.65,872.63,3571.39,422.65,44294.0,N-13 P-14 K-17,Goteo,26.88,40.44,56.72,37.15,0.7,Franco,5.6
196,2084-01-25,2084-05-24,809.89,22.83,82.78,12.22,1754.51,3408.35,429.53,40646.0,N-10 P-16 K-14,Gravedad,40.12,57.66,59.27,20.57,0.5,Franco,6.7
197,2084-05-24,2084-09-21,462.85,25.79,56.71,12.33,598.51,3680.64,495.01,46792.0,N-13 P-17 K-12,Aspersion,34.4,55.65,49.74,24.91,0.8,Franco,6.0
198,2084-09-21,2085-01-19,589.41,22.61,70.44,12.27,2311.68,4533.87,498.43,45467.0,N-20 P-17 K-17,Gravedad,28.97,50.67,49.66,29.04,0.7,Franco,6.0
199,2085-01-19,2085-05-19,585.61,24.93,63.07,12.22,2231.76,3018.11,421.87,48038.0,N-20 P-20 K-13,Aspersion,24.08,30.49,42.97,39.25,0.5,Arcilloso,5.9
200,2085-05-19,2085-09-16,471.65,26.42,62.03,12.0,3020.72,3530.44,496.51,43366.0,N-13 P-20 K-13,Aspersion,22.62,41.01,41.24,40.69,0.7,Arenoso,5.8
201,2085-09-16,2086-01-14,470.3,25.43,59.92,12.34,657.6,4335.34,415.44,47595.0,N-12 P-19 K-10,Goteo,36.1,31.01,66.47,49.52,0.8,Franco,7.4
202,2086-01-14,2086-05-14,462.27,21.44,75.68,12.85,2633.56,4016.65,460.87,48433.0,N-20 P-19 K-16,Gravedad,49.81,57.84,56.75,40.21,0.8,Arcilloso,6.1
203,2086-05-14,2086-09-11,823.97,19.1,89.04,12.56,2014.38,4739.62,437.25,42397.0,N-16 P-10 K-15,Goteo,46.37,39.2,58.08,17.71,0.7,Arcilloso,6.7
204,2086-09-11,2087-01-09,903.88,26.0,72.58,12.51,2911.49,4548.53,458.17,49102.0,N-18 P-10 K-13,Aspersion,33.42,36.5,45.01,34.21,0.8,Arcilloso,7.0
205,2087-01-09,2087-05-09,983.25,22.3,70.72,12.08,141.84,4399.1,451.09,47486.0,N-16 P-18 K-17,Gravedad,36.44,35.12,54.79,27.98,1.0,Arcilloso,6.6
206,2087-05-09,2087-09-06,473.77,26.96,78.79,12.41,2844.02,3154.31,427.05,46857.0,N-11 P-10 K-15,Aspersion,35.01,40.88,57.9,21.37,1.0,Franco,6.5
207,2087-09-06,2088-01-04,664.62,24.77,53.73,12.86,313.84,4285.34,442.08,49457.0,N-10 P-14 K-15,Goteo,21.8,40.23,57.93,43.15,0.6,Franco,5.9
208,2088-01-04,2088-05-03,807.18,19.1,56.1,12.75,1074.62,3786.7,442.1,42914.0,N-15 P-10 K-12,Aspersion,37.71,31.85,59.48,29.65,0.9,Franco,6.2
209,2088-05-03,2088-08-31,805.96,24.76,81.95,12.05,1977.71,3897.66,444.73,47335.0,N-15 P-18 K-12,Aspersion,40.88,40.06,68.16,49.83,0.6,Arenoso,6.2
210,2088-08-31,2088-12-29,880.71,23.23,62.92,12.25,965.81,4176.15,499.68,48960.0,N-11 P-16 K-11,Aspersion,44.85,34.95,53.82,44.71,0.9,Arcilloso,6.0
211,2088-12-29,2089-04-28,950.42,25.98,64.15,12.56,1457.65,3428.19,415.66,40856.0,N-12 P-10 K-17,Aspersion,30.78,32.96,56.44,28.16,0.8,Franco,5.8
212,2089-04-28,2089-08-26,680.82,19.71,74.64,12.21,2589.02,4744.98,412.62,47979.0,N-17 P-19 K-19,Aspersion,34.83,49.14,42.5,10.89,0.5,Arenoso,6.7
213,2089-08-26,2089-12-24,867.59,27.23,68.26,12.44,367.69,3852.86,405.13,40885.0,N-19 P-17 K-11,Goteo,37.24,36.55,41.33,36.16,0.8,Arenoso,6.5
214,2089-12-24,2090-04-23,900.35,24.8,62.88,12.16,751.95,4862.67,459.04,40357.0,N-11 P-11 K-16,Aspersion,42.97,36.86,55.74,38.28,0.8,Franco,5.8
215,2090-04-23,2090-08-21,654.22,27.67,80.18,12.17,2313.94,4305.87,454.37,40482.0,N-13 P-11 K-16,Goteo,34.28,49.47,60.11,38.08,0.5,Arcilloso,7.5
216,2090-08-21,2090-12-19,633.01,27.29,62.26,12.11,859.23,3762.1,478.44,48608.0,N-17 P-19 K-18,Goteo,48.36,58.07,63.0,16.01,0.8,Arenoso,5.9
217,2090-12-19,2091-04-18,470.45,22.79,51.43,12.83,2166.3,4297.46,457.08,45932.0,N-12 P-15 K-15,Gravedad,41.61,48.83,56.59,31.76,0.7,Arcilloso,7.1
218,2091-04-18,2091-08-16,965.91,26.95,69.46,12.27,966.41,3655.68,493.56,40367.0,N-13 P-10 K-19,Aspersion,24.36,52.29,67.12,17.02,0.6,Arcilloso,7.4
219,2091-08-16,2091-12-14,572.36,19.01,52.62,12.82,2206.13,3587.29,443.41,41940.0,N-11 P-15 K-17,Goteo,42.08,31.07,62.8,17.38,0.6,Arenoso,5.7
220,2091-12-14,2092-04-12,439.97,24.48,86.92,12.88,2864.59,4615.94,474.1,41377.0,N-10 P-10 K-12,Aspersion,39.61,37.66,46.97,49.31,0.7,Arenoso,7.0
221,2092-04-12,2092-08-10,983.5,27.41,55.11,12.78,2597.99,4476.53,425.51,41780.0,N-11 P-10 K-14,Goteo,44.91,31.7,45.12,29.27,0.9,Arenoso,7.2
222,2092-08-10,2092-12-08,729.06,21.57,61.69,12.1,135.71,3297.1,495.14,40670.0,N-12 P-15 K-17,Goteo,42.56,35.31,54.09,31.64,0.8,Arcilloso,6.3
223,2092-12-08,2093-04-07,635.46,21.64,79.02,12.14,427.6,4960.37,416.84,45736.0,N-20 P-16 K-16,Goteo,31.24,48.52,61.38,12.54,0.7,Arcilloso,5.9
224,2093-04-07,2093-08-05,582.09,27.09,59.78,12.6,1944.8,4720.97,428.38,43471.0,N-15 P-10 K-19,Aspersion,31.72,39.82,49.65,41.91,0.9,Franco,6.3
225,2093-08-05,2093-12-03,772.51,24.02,67.65,12.06,170.73,3420.88,470.66,49217.0,N-15 P-11 K-14,Gravedad,22.6,51.86,66.1,24.97,0.9,Franco,6.9
226,2093-12-03,2094-04-02,978.68,23.79,78.5,12.61,2669.58,3249.98,437.47,47903.0,N-18 P-17 K-11,Gravedad,45.3,47.52,66.29,38.64,0.7,Franco,6.4
227,2094-04-02,2094-07-31,910.28,19.74,58.68,12.86,1202.99,3396.89,462.68,49137.0,N-10 P-11 K-17,Gravedad,42.67,58.73,59.41,34.38,0.8,Arenoso,5.6
228,2094-07-31,2094-11-28,570.89,19.55,84.87,12.37,1525.03,4620.53,408.09,45825.0,N-11 P-14 K-16,Gravedad,48.17,47.53,68.84,18.74,0.7,Arcilloso,6.1
229,2094-11-28,2095-03-28,570.58,23.56,81.66,12.12,1727.42,4164.12,408.23,45814.0,N-10 P-12 K-18,Aspersion,41.3,37.37,47.33,14.84,0.9,Arcilloso,6.3
230,2095-03-28,2095-07-26,674.62,27.02,61.94,12.97,212.16,4186.45,422.88,41642.0,N-19 P-14 K-14,Aspersion,27.89,50.25,42.77,32.13,1.0,Arcilloso,6.8
231,2095-07-26,2095-11-23,591.05,23.0,71.58,12.75,813.14,3054.94,456.11,49330.0,N-20 P-13 K-13,Goteo,33.19,51.91,48.43,16.48,0.8,Franco,6.5
232,2095-11-23,2096-03-22,708.88,27.9,83.82,12.16,2140.08,4487.03,410.86,45617.0,N-20 P-13 K-20,Gravedad,42.5,36.83,57.64,39.06,0.6,Arenoso,6.0
233,2096-03-22,2096-07-20,680.58,20.07,68.65,12.36,2858.6,3342.26,415.23,48327.0,N-17 P-11 K-10,Gravedad,49.74,35.5,62.99,28.1,0.8,Arcilloso,6.6
234,2096-07-20,2096-11-17,989.45,23.12,85.91,12.05,2759.22,4929.19,421.47,43093.0,N-14 P-16 K-17,Aspersion,44.99,34.48,63.5,44.12,1.0,Arcilloso,6.2
235,2096-11-17,2097-03-17,601.7,26.37,60.27,12.67,2154.83,4375.0,431.42,46017.0,N-12 P-16 K-13,Gravedad,31.38,31.32,67.84,39.89,0.9,Arenoso,6.5
236,2097-03-17,2097-07-15,540.35,22.15,88.85,12.36,2976.16,3508.0,406.25,42547.0,N-14 P-13 K-20,Aspersion,25.82,43.28,50.78,11.59,0.7,Arcilloso,7.5
237,2097-07-15,2097-11-12,621.29,21.1,85.23,12.65,1904.65,3185.05,489.39,47207.0,N-13 P-17 K-17,Aspersion,36.18,38.71,67.8,13.58,0.8,Franco,6.3
238,2097-11-12,2098-03-12,694.97,19.16,64.67,12.46,1102.54,3101.03,437.5,43601.0,N-14 P-11 K-20,Aspersion,21.72,51.93,42.08,27.19,0.7,Arcilloso,6.9
239,2098-03-12,2098-07-10,517.94,26.48,62.42,12.88,515.7,4679.6,412.06,40792.0,N-14 P-12 K-15,Gravedad,23.6,32.28,46.76,16.28,0.8,Arenoso,5.7
240,2098-07-10,2098-11-07,992.54,18.62,73.46,12.91,85.62,4795.29,485.25,48443.0,N-13 P-17 K-17,Gravedad,33.1,34.93,69.7,38.66,0.8,Arenoso,7.3
241,2098-11-07,2099-03-07,608.9,19.87,58.94,12.75,2890.43,4632.84,472.88,41019.0,N-15 P-17 K-15,Aspersion,39.76,35.13,62.94,39.05,0.8,Franco,6.0
242,2099-03-07,2099-07-05,808.67,21.59,84.12,12.22,2390.84,4205.19,429.36,45556.0,N-11 P-12 K-12,Gravedad,49.07,35.08,62.63,38.49,1.0,Arcilloso,5.9
243,2099-07-05,2099-11-02,760.31,19.72,65.66,12.2,2986.78,3359.45,404.29,43409.0,N-10 P-14 K-14,Goteo,24.62,34.75,51.66,35.37,0.8,Franco,6.5
244,2099-11-02,2100-03-02,725.87,19.65,62.49,12.58,2944.22,4914.92,475.13,44059.0,N-10 P-19 K-20,Gravedad,34.29,39.78,47.91,30.99,0.6,Arenoso,5.6
245,2100-03-02,2100-06-30,433.34,22.28,74.5,12.48,1968.05,4763.98,414.22,48843.0,N-10 P-14 K-13,Goteo,37.48,48.71,50.17,14.86,0.6,Arcilloso,5.6
246,2100-06-30,2100-10-28,500.12,22.91,81.8,12.66,1169.14,4316.95,448.93,41152.0,N-11 P-12 K-16,Gravedad,28.7,56.75,47.68,15.51,0.5,Arenoso,6.4
247,2100-10-28,2101-02-25,806.96,25.01,50.56,12.82,2483.19,4501.4,408.01,40650.0,N-15 P-14 K-15,Gravedad,45.5,31.26,42.99,21.85,0.6,Franco,6.1
248,2101-02-25,2101-06-25,994.67,18.36,58.66,12.35,1235.42,4058.79,413.55,41478.0,N-19 P-16 K-20,Aspersion,35.86,49.03,66.46,38.81,0.9,Arenoso,6.6
249,2101-06-25,2101-10-23,950.43,24.79,82.97,12.95,1356.09,4613.12,449.9,49944.0,N-20 P-15 K-17,Gravedad,34.21,51.91,48.21,26.16,0.7,Arcilloso,7.5
250,2101-10-23,2102-02-20,467.19,25.22,65.96,12.8,622.98,3913.15,437.66,41737.0,N-17 P-13 K-20,Aspersion,30.72,40.76,60.26,18.31,0.6,Franco,5.8
251,2102-02-20,2102-06-20,417.12,18.61,81.49,12.58,1871.85,4451.71,413.44,42101.0,N-11 P-12 K-20,Gravedad,49.03,30.88,44.02,15.95,0.7,Franco,6.5
252,2102-06-20,2102-10-18,514.91,27.24,54.82,12.18,1292.33,4882.12,438.02,44559.0,N-12 P-13 K-12,Goteo,37.42,53.27,69.86,48.22,0.8,Arenoso,6.6
253,2102-10-18,2103-02-15,988.99,20.35,62.28,12.01,1692.25,4725.24,405.64,45822.0,N-13 P-12 K-20,Aspersion,36.14,55.21,64.4,26.88,0.9,Arcilloso,5.7
254,2103-02-15,2103-06-15,482.37,27.36,71.24,12.44,393.77,4591.78,401.16,44784.0,N-13 P-14 K-17,Goteo,33.38,45.8,47.42,24.33,0.5,Arcilloso,7.5
255,2103-06-15,2103-10-13,630.53,27.67,86.12,12.06,701.46,3977.31,464.57,46673.0,N-19 P-17 K-17,Gravedad,23.82,41.86,59.76,49.82,1.0,Arcilloso,6.9
256,2103-10-13,2104-02-10,819.67,18.79,55.68,12.45,784.26,4118.36,465.0,43902.0,N-18 P-20 K-19,Goteo,33.68,43.7,48.96,30.09,0.6,Arenoso,5.6
257,2104-02-10,2104-06-09,590.05,19.68,89.78,12.85,2310.72,3029.91,442.59,46816.0,N-14 P-20 K-13,Goteo,33.55,46.96,51.91,19.01,0.9,Franco,5.6
258,2104-06-09,2104-10-07,964.15,21.5,64.22,12.94,929.13,4049.72,422.88,49166.0,N-17 P-20 K-19,Goteo,28.02,47.17,61.45,21.0,0.9,Franco,7.0
259,2104-10-07,2105-02-04,827.54,26.56,60.83,12.19,3.63,4522.94,477.14,49345.0,N-13 P-19 K-13,Goteo,44.34,35.52,44.15,33.81,0.7,Arcilloso,7.0
260,2105-02-04,2105-06-04,575.87,19.01,67.24,12.38,2839.25,4370.11,453.87,47759.0,N-19 P-18 K-18,Goteo,29.32,51.42,52.28,38.66,0.8,Arenoso,5.8
261,2105-06-04,2105-10-02,725.21,21.15,68.85,12.84,2748.61,4192.67,479.14,42571.0,N-10 P-11 K-10,Goteo,38.86,45.36,52.16,15.98,0.6,Arenoso,7.1
262,2105-10-02,2106-01-30,576.38,22.53,77.24,12.25,1153.15,3503.16,424.28,42714.0,N-16 P-18 K-18,Gravedad,29.7,33.68,63.24,36.62,0.9,Arcilloso,6.9
263,2106-01-30,2106-05-30,803.89,26.22,79.5,12.61,3084.17,4081.03,466.16,48478.0,N-17 P-14 K-12,Gravedad,21.19,50.46,57.0,48.37,0.9,Arenoso,6.5
264,2106-05-30,2106-09-27,776.1,18.3,76.78,12.24,712.35,3667.81,444.07,43578.0,N-15 P-14 K-11,Goteo,36.6,39.4,62.27,16.29,0.9,Arcilloso,5.8
265,2106-09-27,2107-01-25,795.92,24.38,85.88,12.22,2147.88,4901.87,448.83,47742.0,N-14 P-12 K-11,Goteo,40.22,35.83,64.13,41.46,0.5,Arenoso,5.7
266,2107-01-25,2107-05-25,978.55,18.2,78.68,12.87,1861.68,4180.27,455.2,42464.0,N-10 P-16 K-17,Aspersion,30.7,32.19,61.69,22.14,0.8,Franco,7.0
267,2107-05-25,2107-09-22,492.55,22.19,61.39,12.3,1665.13,4573.88,436.32,40009.0,N-19 P-13 K-10,Goteo,35.23,44.73,42.16,42.49,0.6,Arenoso,6.5
268,2107-09-22,2108-01-20,516.9,20.8,63.79,12.11,3151.24,4018.72,409.78,40447.0,N-16 P-16 K-10,Goteo,31.5,57.49,45.88,17.24,0.9,Franco,5.8
269,2108-01-20,2108-05-19,618.74,27.08,80.39,12.85,2790.47,3416.37,489.18,49067.0,N-12 P-18 K-10,Goteo,23.72,44.64,63.75,13.24,0.7,Franco,7.0
270,2108-05-19,2108-09-16,702.03,26.52,82.57,12.38,556.4,4647.52,487.09,42267.0,N-18 P-16 K-12,Goteo,21.57,46.27,68.64,36.78,0.9,Arenoso,6.5
271,2108-09-16,2109-01-14,645.44,24.3,54.99,12.43,2630.59,4110.25,444.75,46746.0,N-19 P-11 K-14,Goteo,43.9,49.27,67.84,42.12,0.8,Arenoso,6.0
272,2109-01-14,2109-05-14,552.48,24.6,54.34,12.53,606.35,4384.76,462.66,42912.0,N-15 P-14 K-18,Goteo,22.16,54.68,57.63,41.58,0.9,Arenoso,6.7
273,2109-05-14,2109-09-11,554.35,27.99,57.49,12.65,270.73,4287.41,493.58,48196.0,N-12 P-19 K-16,Gravedad,37.15,51.29,57.34,23.42,0.9,Arenoso,7.5
274,2109-09-11,2110-01-09,439.77,24.12,81.55,12.87,342.8,4526.14,454.29,44585.0,N-15 P-19 K-12,Aspersion,22.31,30.49,47.42,43.91,0.9,Arcilloso,7.2
275,2110-01-09,2110-05-09,528.73,26.2,88.81,12.32,1974.79,3329.48,439.58,46759.0,N-17 P-12 K-19,Goteo,32.17,52.63,56.34,29.77,1.0,Arcilloso,6.6
